accommodates,amenities,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,,price
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",30,1,Real Bed,0,2,1,flexible,1,t,f,1,f,22.5870792,114.1911447,1125,0,Apartment,,,,,,Entire home/apt,,$199.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",23,1,Real Bed,1,1,4,strict,1,t,t,4,f,22.57812748,114.184899,21,62,House,10,10,10,97,10,Private room,,$65.00
7,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",16,1.5,Real Bed,2,2,4,strict,5,t,f,5,f,22.60141534,114.1724097,1125,60,House,10,10,10,91,9,Entire home/apt,,$129.00
8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",30,2,Real Bed,3,3,1,strict,6,t,f,1,f,22.58357016,114.1837945,1125,5,House,10,10,10,100,10,Entire home/apt,,$599.00
2,"{""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Essentials}",9,1,Real Bed,0,1,2,strict,1,t,f,2,f,22.58635561,114.1915349,1125,4,Apartment,10,10,10,95,9,Entire home/apt,,$140.00
7,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating}",30,1,Real Bed,2,1,1,flexible,1,t,f,1,f,22.59865905,114.1920984,5,0,Apartment,,,,,,Entire home/apt,,$650.00
5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,1,Real Bed,1,3,1,strict,3,t,f,1,t,22.57474847,114.1853602,90,0,House,,,,,,Entire home/apt,,$150.00
10,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),""Hot Tub"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",30,2,Real Bed,5,5,1,strict,1,t,f,2,f,22.5856067,114.1885014,1125,0,House,,,,,,Entire home/apt,,$980.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Gym,""Indoor Fireplace"",""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",30,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.58049836,114.155865,3,0,Apartment,,,,,,Private room,,$225.00
2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",29,1,Real Bed,1,1,1,strict,2,t,f,1,f,22.58661769,114.1574628,1125,4,House,10,10,9,95,9,Private room,,$125.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",23,1,Real Bed,3,6,2,flexible,1,t,f,2,f,22.56612167,114.1771291,1125,4,House,10,10,9,95,10,Entire home/apt,,$400.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,1,Real Bed,1,1,2,moderate,1,t,t,2,f,22.58292852,114.1779795,1125,0,House,,,,,,Private room,,$75.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",30,2.5,Real Bed,2,2,1,flexible,1,t,f,1,f,22.57882894,114.1839313,1125,0,House,,,,,,Entire home/apt,,$500.00
2,{},0,1,Real Bed,1,1,3,flexible,1,t,f,3,f,22.58629536,114.184589,1125,1,House,10,10,10,100,10,Private room,,$59.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",4,1.5,Real Bed,2,2,1,flexible,4,t,f,1,t,22.59214203,114.1990584,2,2,Apartment,10,10,10,100,10,Entire home/apt,,$350.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Essentials}",0,1,Real Bed,2,2,1,flexible,4,t,f,1,f,22.58561375,114.1956581,1125,7,House,9,10,10,100,9,Entire home/apt,,$180.00
3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Shampoo}",0,1,Real Bed,1,1,1,strict,1,t,f,1,t,22.58221632,114.1796197,4,3,Cabin,10,10,9,90,10,Entire home/apt,,$200.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Smoke Detector"",Essentials,Shampoo}",1,1,Airbed,1,1,1,moderate,2,t,f,1,f,22.57289839,114.1638061,7,2,Apartment,10,10,9,100,9,Entire home/apt,,$125.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",14,2,Real Bed,3,3,1,strict,3,t,f,3,f,22.58527675,114.1964862,60,20,House,10,10,10,92,10,Entire home/apt,,$189.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",30,2,Real Bed,1,3,6,strict,4,t,f,6,f,22.58450806,114.2026532,1125,6,House,9,10,10,100,10,Private room,,$139.00
9,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",24,2,Real Bed,3,7,1,moderate,8,t,f,1,f,22.5836155,114.1582387,1125,9,House,10,10,10,100,10,Entire home/apt,,$250.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,Breakfast,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",0,2,Real Bed,2,2,1,flexible,1,t,f,1,f,22.5930892,114.1969858,1125,0,Apartment,,,,,,Entire home/apt,,$500.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises""}",28,1,Real Bed,1,1,1,flexible,4,t,f,1,f,22.57382233,114.1779217,1125,9,Apartment,10,10,9,98,9,Entire home/apt,,$160.00
16,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",17,7,Real Bed,10,16,7,strict,0,t,f,7,f,22.59354073,114.1970717,30,6,House,10,10,10,100,10,Entire home/apt,,"$2,100.00"
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",0,1,Real Bed,2,2,1,flexible,1,t,f,1,f,22.59295858,114.1835114,11,1,House,10,10,10,100,8,Entire home/apt,,$490.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",29,3,Real Bed,3,3,1,moderate,1,t,f,1,f,22.57555113,114.1793046,1125,0,House,,,,,,Entire home/apt,,"$2,000.00"
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",20,1,Real Bed,1,2,2,moderate,2,t,f,3,f,22.59766709,114.1698549,30,62,House,10,10,10,94,9,Entire home/apt,,$89.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",14,1,Real Bed,1,2,7,strict,1,t,f,8,f,22.60043507,114.17169,1125,2,Apartment,10,10,8,100,9,Entire home/apt,,$160.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials}",0,1,Futon,1,1,1,moderate,1,t,f,1,f,22.59077077,114.1864122,1125,0,House,,,,,,Private room,,$120.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Gym,Breakfast,""Elevator in Building"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",8,1,Real Bed,1,1,1,strict,2,t,f,1,f,22.59684369,114.1945985,4,5,Apartment,10,10,9,95,9,Entire home/apt,,$433.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Pets live on this property"",Cat(s),Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",0,1,Real Bed,2,2,1,strict,1,t,f,1,f,22.60366319,114.169943,1125,0,Apartment,,,,,,Entire home/apt,,$550.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Shampoo}",4,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.57896946,114.1535803,1125,3,Apartment,10,10,10,100,10,Entire home/apt,,$120.00
5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",28,1,Real Bed,3,4,4,moderate,4,t,f,4,f,22.60296087,114.180159,1125,4,House,9,9,10,90,9,Entire home/apt,,$189.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",30,3.5,Real Bed,3,3,1,flexible,1,t,f,1,f,22.58596908,114.1786301,1125,0,House,,,,,,Entire home/apt,,"$1,000.00"
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",6,2,Real Bed,2,3,1,strict,1,t,f,1,f,22.59775792,114.198191,14,8,Condominium,10,10,10,97,10,Entire home/apt,,$150.00
6,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",10,1,Real Bed,2,2,4,strict,4,t,f,4,f,22.59375241,114.1872111,760,5,House,10,10,10,100,10,Entire home/apt,,$183.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",6,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.57504609,114.1527739,1125,0,Apartment,,,,,,Entire home/apt,,$85.00
5,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Fire Extinguisher"",Essentials}",23,2,Real Bed,2,3,1,strict,4,t,t,1,f,22.59165185,114.1899823,1125,63,House,10,10,10,98,10,Entire home/apt,,$220.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",23,1.5,Real Bed,1,1,2,flexible,1,t,f,2,f,22.59000233,114.1708031,1125,4,House,10,10,10,95,10,Private room,,$80.00
8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",25,2,Real Bed,3,3,7,strict,1,t,f,339,f,22.58929782,114.1673519,180,14,House,10,10,9,98,10,Entire home/apt,,$250.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.59188538,114.1867341,1125,0,House,,,,,,Private room,,$120.00
5,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Pets live on this property"",Cat(s),""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials}",0,2,Real Bed,2,2,1,strict,4,t,f,1,f,22.59443733,114.180326,1125,0,Apartment,,,,,,Entire home/apt,,$800.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.58919541,114.1742711,1125,1,House,10,10,10,100,10,Private room,,$100.00
2,"{TV,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",18,1,Real Bed,1,1,1,moderate,1,t,f,1,f,22.57945568,114.1600911,1125,1,Apartment,10,10,10,100,10,Entire home/apt,,$102.00
6,{},0,2,Real Bed,3,3,1,flexible,1,t,f,1,f,22.57618185,114.1929721,1125,0,House,,,,,,Entire home/apt,,$700.00
8,"{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,Essentials}",29,2,Real Bed,4,4,1,moderate,8,t,f,1,f,22.58655089,114.2012152,1125,18,House,10,10,10,97,9,Entire home/apt,,$574.00
6,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Suitable for Events"",Essentials}",0,1,Real Bed,1,3,2,flexible,4,t,f,2,f,22.60568419,114.1807371,1125,0,Apartment,,,,,,Entire home/apt,,$700.00
1,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,2,Real Bed,1,2,1,flexible,2,t,f,1,f,22.57173791,114.1643321,1125,2,Apartment,10,10,8,100,8,Private room,,$65.00
4,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",17,1,Real Bed,2,2,10,strict,1,t,t,10,f,22.58192094,114.2032515,1125,11,House,10,10,10,100,10,Entire home/apt,,$199.00
4,"{""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",30,1,Real Bed,1,1,1,moderate,2,t,f,1,f,22.60378521,114.1802073,4,0,House,,,,,,Entire home/apt,,$200.00
3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",0,1,Real Bed,0,1,1,flexible,1,t,f,1,f,22.59586928,114.1917809,1125,1,Apartment,10,10,10,100,10,Entire home/apt,,$299.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",24,1.5,Real Bed,1,1,2,strict,2,t,t,3,f,22.58902511,114.1910983,20,31,House,10,10,10,97,10,Private room,,$80.00
8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer}",30,3,Real Bed,4,5,1,strict,1,t,f,1,f,22.59882363,114.1710695,14,3,House,10,10,10,100,9,Entire home/apt,,$999.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",20,1,Real Bed,1,1,1,flexible,2,t,f,1,f,22.59694302,114.177451,15,2,Townhouse,10,10,10,100,10,Private room,,$78.00
5,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,1,Real Bed,2,2,2,strict,4,t,t,2,f,22.57175942,114.1624398,1125,7,House,10,10,10,97,9,Entire home/apt,,$179.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",30,1,Real Bed,1,2,1,strict,4,t,f,3,f,22.59523033,114.2004168,1125,29,Apartment,10,10,10,94,9,Entire home/apt,,$143.00
3,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Breakfast,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo}",29,1,Real Bed,0,1,1,moderate,1,t,f,1,f,22.59544481,114.1968635,1125,18,Apartment,10,10,10,96,9,Entire home/apt,,$129.00
4,"{""Air Conditioning"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",30,1,Real Bed,2,1,1,moderate,1,t,f,1,f,22.57966045,114.2014597,12,0,Apartment,,,,,,Entire home/apt,,$325.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Washer,Dryer}",29,1,Real Bed,1,2,1,flexible,1,t,f,1,f,22.58687985,114.1900661,5,0,Apartment,,,,,,Private room,,$299.00
4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",0,1,Real Bed,1,2,1,flexible,1,t,f,1,f,22.60115271,114.172239,14,1,Condominium,10,10,10,100,8,Entire home/apt,,$150.00
2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",29,1.5,Airbed,1,1,1,flexible,1,t,f,1,f,22.57602395,114.1743571,1125,4,Apartment,10,10,10,100,10,Private room,,$65.00
4,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",14,2,Real Bed,2,2,1,strict,4,t,f,1,f,22.59042571,114.1866917,1125,6,House,10,10,10,93,9,Entire home/apt,,$370.00
2,"{Internet,""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Cat(s),Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",23,1,Real Bed,1,1,1,flexible,2,t,f,1,f,22.60015458,114.1831265,7,3,House,10,10,10,100,10,Private room,,$150.00
2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,1,Real Bed,1,1,1,flexible,1,t,f,1,f,22.58237702,114.1616859,1125,2,Apartment,10,10,9,90,9,Private room,,$100.00
6,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer}",30,1,Real Bed,2,1,1,flexible,1,t,f,1,f,22.56584313,114.1906398,1125,0,Apartment,,,,,,Entire home/apt,,$480.00
7,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",16,2,Real Bed,3,4,7,strict,4,t,t,7,f,22.59277149,114.1839948,365,61,House,10,10,10,98,9,Entire home/apt,,$220.00
2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",28,1,Real Bed,1,1,3,strict,1,t,f,6,f,22.58652526,114.205596,120,8,House,10,10,10,89,9,Entire home/apt,,$155.00
6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,3,Real Bed,3,3,1,strict,1,t,f,1,f,22.60036714,114.1839452,1125,0,Condominium,,,,,,Entire home/apt,,"$1,025.00"
10,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",30,3,Real Bed,4,5,1,flexible,1,t,f,1,f,22.60137243,114.1635985,6,3,House,10,9,10,87,8,Entire home/apt,,"$1,250.00"
10,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",21,3,Real Bed,5,5,6,flexible,10,t,f,9,f,22.59965759,114.1884232,365,1,House,10,10,8,100,10,Entire home/apt,,"$1,000.00"
3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",0,1.5,Real Bed,2,2,1,flexible,1,t,f,1,f,22.58626942,114.1607944,1125,0,Apartment,,,,,,Entire home/apt,,$57.00
